State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
WA,WA,2017,June,Percent with drugs specified,94.7565543071161,,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,Percent with drugs specified,94.3396226415094,,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,Percent with drugs specified,94.4600938967136,,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,Percent with drugs specified,93.9670932358318,,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,Percent with drugs specified,94.3345323741007,,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,Percent with drugs specified,94.5278022947926,,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,Percent with drugs specified,94.8630136986301,,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,Percent with drugs specified,95.1972555746141,,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,Percent with drugs specified,95.042735042735,,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2018,March,Percent with drugs specified,94.9312714776632,,100,0.097631980686619,Underreported due to incomplete data.
WA,WA,2018,April,Percent with drugs specified,95.1640759930915,,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,Percent with drugs specified,95.5767562879445,,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,Percent with drugs specified,95.8620689655172,,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,Percent with drugs specified,96.4125560538117,,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,Percent with drugs specified,96.3031423290203,,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,Psychostimulants with abuse potential (T43.6),242,245,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,Psychostimulants with abuse potential (T43.6),241,244,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,Psychostimulants with abuse potential (T43.6),245,248,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,Psychostimulants with abuse potential (T43.6),248,251,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,Psychostimulants with abuse potential (T43.6),250,253,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,Psychostimulants with abuse potential (T43.6),263,266,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,Psychostimulants with abuse potential (T43.6),281,284,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,Psychostimulants with abuse potential (T43.6),292,296,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,Psychostimulants with abuse potential (T43.6),310,314,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,Psychostimulants with abuse potential (T43.6),311,315,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,Psychostimulants with abuse potential (T43.6),315,319,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,Psychostimulants with abuse potential (T43.6),311,315,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,Psychostimulants with abuse potential (T43.6),316,320,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,Psychostimulants with abuse potential (T43.6),316,320,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,March,Psychostimulants with abuse potential (T43.6),317,321,100,0.005480352934729,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,April,Psychostimulants with abuse potential (T43.6),323,327,100,0.0054704595186,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,May,Psychostimulants with abuse potential (T43.6),328,332,100,0.005479151827297,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,June,Psychostimulants with abuse potential (T43.6),324,328,100,0.005482957141552,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,July,Psychostimulants with abuse potential (T43.6),330,334,100,0.007318367272262,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,August,Psychostimulants with abuse potential (T43.6),332,336,100,0.009152480322167,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,September,Psychostimulants with abuse potential (T43.6),327,331,100,0.014656578055438,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,October,Psychostimulants with abuse potential (T43.6),324,328,100,0.016456390565003,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,November,Psychostimulants with abuse potential (T43.6),328,333,100,0.018311999853504,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,December,Psychostimulants with abuse potential (T43.6),335,340,100,0.021911004802162,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,January,Psychostimulants with abuse potential (T43.6),339,344,100,0.026892323138155,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,February,Psychostimulants with abuse potential (T43.6),349,354,100,0.03209070973953,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,March,Psychostimulants with abuse potential (T43.6),356,362,100,0.032071840923669,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,April,Psychostimulants with abuse potential (T43.6),368,374,100,0.035641729336707,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,May,Psychostimulants with abuse potential (T43.6),366,372,100,0.03914939051517,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,June,Psychostimulants with abuse potential (T43.6),363,370,100,0.053461641272387,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,July,Psychostimulants with abuse potential (T43.6),359,366,100,0.058741856242657,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,August,Psychostimulants with abuse potential (T43.6),371,378,100,0.05840191133528,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,September,Psychostimulants with abuse potential (T43.6),385,392,100,0.054770318021201,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,October,Psychostimulants with abuse potential (T43.6),390,397,100,0.056496177680479,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,November,Psychostimulants with abuse potential (T43.6),391,399,100,0.07017051434987,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2017,December,Psychostimulants with abuse potential (T43.6),397,406,100,0.087750087750088,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2018,January,Psychostimulants with abuse potential (T43.6),394,402,100,0.090366249091908,Underreported due to incomplete data.
WA,WA,2018,February,Psychostimulants with abuse potential (T43.6),395,404,100,0.094368178338052,Underreported due to incomplete data.
WA,WA,2018,March,Psychostimulants with abuse potential (T43.6),407,418,100,0.097631980686619,Underreported due to incomplete data.
WA,WA,2018,April,Psychostimulants with abuse potential (T43.6),396,407,100,0.114903922643144,Underreported due to incomplete data.
WA,WA,2018,May,Psychostimulants with abuse potential (T43.6),410,422,100,0.129128119859197,Underreported due to incomplete data.
WA,WA,2018,June,Psychostimulants with abuse potential (T43.6),421,437,100,0.181232734502842,Underreported due to incomplete data.
WA,WA,2018,July,Psychostimulants with abuse potential (T43.6),417,441,100,0.280342718973946,Underreported due to incomplete data.
WA,WA,2018,August,Psychostimulants with abuse potential (T43.6),403,435,100,0.407096106266122,Underreported due to incomplete data.
WA,WA,2015,January,"Synthetic opioids, excl. methadone (T40.4)",67,68,100,0.007620934707642,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,February,"Synthetic opioids, excl. methadone (T40.4)",68,69,100,0.009507330151547,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,March,"Synthetic opioids, excl. methadone (T40.4)",67,68,100,0.007568590350047,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,April,"Synthetic opioids, excl. methadone (T40.4)",68,69,100,0.007545176745765,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,May,"Synthetic opioids, excl. methadone (T40.4)",68,69,100,0.00749105755005,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,June,"Synthetic opioids, excl. methadone (T40.4)",68,69,100,0.0055910691988,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,July,"Synthetic opioids, excl. methadone (T40.4)",74,75,100,0.005560292100678,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,August,"Synthetic opioids, excl. methadone (T40.4)",74,75,100,0.005554012774229,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,September,"Synthetic opioids, excl. methadone (T40.4)",73,74,100,0.005522014430864,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,October,"Synthetic opioids, excl. methadone (T40.4)",70,71,100,0.007345784437956,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,November,"Synthetic opioids, excl. methadone (T40.4)",67,68,100,0.005508630187293,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2015,December,"Synthetic opioids, excl. methadone (T40.4)",65,66,100,0.005491588716616,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,January,"Synthetic opioids, excl. methadone (T40.4)",61,62,100,0.005510451489659,Numbers may differ from published reports using final data. See Technical Notes.
WA,WA,2016,February,"Synthetic opioids, excl. methadone (T40.4)",59,60,100,0.003657978966621,Numbers may differ from published reports using final data. See Technical Notes.
